id;last_scraped;name;host_id;host_url;host_name;host_since;host_location;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;price;minimum_nights;maximum_nights;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;license;instant_bookable;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
30171704;30.12.2024;Lovely brandnew penthouse studio with dream views;13570663;https://www.airbnb.com/users/show/13570663;Christian Robert;26.03.2014;Zürich, Switzerland;within an hour;100%;90%;f;41;41;['email', 'phone'];t;t;Zürich, Switzerland;Seefeld;Kreis 8;47.36;8.55;Entire rental unit;Entire home/apt;3;1;1 bath;0;2;"[""Wifi"", ""Pocket wifi"", ""Dishes and silverware"", ""Pack \u2019n play/Travel crib - available upon request"", ""Free dryer \u2013 In building"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Coffee maker: Nespresso"", ""Private entrance"", ""Kitchen"", ""Standalone high chair - available upon request"", ""Keypad"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""TV with standard cable"", ""Oven"", ""Carbon monoxide alarm"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""Freezer"", ""Coffee"", ""Portable fans"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics""]";$109.00;3;1125;2;3;1125;1125;3;1125;;t;28;58;88;356;30.12.2024;90;15;0;24.11.2018;14.09.2024;4.84;4.92;4.79;4.92;4.79;4.96;4.77;;f;40;39;1;0;1.21
30239388;30.12.2024;Executive 1BR Centrally Located + Balcony;3528377;https://www.airbnb.com/users/show/3528377;Marc;10.09.2012;Geneva, Switzerland;within an hour;98%;91%;f;177;447;['phone', 'work_email'];t;t;Zürich, Switzerland;Hard;Kreis 4;47.38;8.51;Entire rental unit;Entire home/apt;3;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Stove"", ""Iron"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""TV with standard cable"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Lockbox"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Laundromat nearby"", ""Toaster"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Coffee"", ""Cooking basics"", ""Free street parking""]";$102.00;1;365;1;1;1125;1125;1;1125;;t;22;25;25;260;30.12.2024;137;36;1;29.11.2018;07.12.2024;4.58;4.71;4.5;4.82;4.5;4.45;4.35;;t;8;8;0;0;1.85
30395219;30.12.2024;Binz111-b129;101179485;https://www.airbnb.com/users/show/101179485;Vinh;25.10.2016;Zürich, Switzerland;within an hour;90%;100%;f;4;8;['email', 'phone'];t;t;;Alt-Wiedikon;Kreis 3;47.36;8.52;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Ethernet connection"", ""Hot water"", ""Elevator"", ""Private entrance"", ""Heating"", ""Kitchen"", ""Hangers"", ""Essentials"", ""Refrigerator""]";$100.00;1;60;1;1;1125;1125;1;1125;;t;21;51;81;81;30.12.2024;169;30;1;02.01.2019;08.12.2024;4.57;4.65;4.6;4.59;4.4;4.62;4.32;;t;4;4;0;0;2.32
30395916;30.12.2024;Zürich 3, gemütliches Zimmer 2;188291999;https://www.airbnb.com/users/show/188291999;Bruno;07.05.2018;Zürich, Switzerland;within an hour;100%;100%;f;2;2;['email', 'phone'];t;t;Zürich, Switzerland;Alt-Wiedikon;Kreis 3;47.37;8.52;Private room in rental unit;Private room;2;1;1 shared bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Oven"", ""Fire extinguisher"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Lockbox"", ""Shampoo"", ""Self check-in"", ""Hot water"", ""Heating"", ""First aid kit"", ""Pets allowed"", ""Smoke alarm"", ""Cooking basics"", ""Lock on bedroom door""]";$40.00;1;1125;1;1;1125;1125;1;1125;;t;2;7;13;13;30.12.2024;524;129;5;02.12.2018;15.12.2024;4.55;4.75;4.62;4.79;4.55;4.72;4.61;;t;2;0;2;0;7.08
30396563;30.12.2024;Binz111-b127;101179485;https://www.airbnb.com/users/show/101179485;Vinh;25.10.2016;Zürich, Switzerland;within an hour;90%;100%;f;4;8;['email', 'phone'];t;t;;Alt-Wiedikon;Kreis 3;47.36;8.52;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Ethernet connection"", ""Hot water"", ""Elevator"", ""Private entrance"", ""Heating"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Refrigerator"", ""Self check-in"", ""Cooking basics"", ""Iron"", ""Oven""]";$100.00;1;60;1;1;60;60;1;60;;t;0;0;29;304;30.12.2024;89;20;1;26.01.2019;01.12.2024;4.43;4.63;4.55;4.58;4.38;4.64;4.37;;t;4;4;0;0;1.23
30396907;30.12.2024;Binz111-B130;101179485;https://www.airbnb.com/users/show/101179485;Vinh;25.10.2016;Zürich, Switzerland;within an hour;90%;100%;f;4;8;['email', 'phone'];t;t;;Alt-Wiedikon;Kreis 3;47.36;8.52;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Ethernet connection"", ""Hot water"", ""Elevator"", ""Private entrance"", ""Heating"", ""Kitchen"", ""Lockbox"", ""Hair dryer"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Refrigerator"", ""Self check-in"", ""Iron""]";$100.00;1;60;1;1;1125;1125;1;1125;;t;20;50;80;170;30.12.2024;220;4;0;08.12.2018;20.05.2024;4.71;4.8;4.59;4.71;4.55;4.82;4.65;;t;4;4;0;0;2.98
30415457;30.12.2024;Parterrezimmer II in EFH Zürich-Hottingen, Kreis 7;10487269;https://www.airbnb.com/users/show/10487269;Christine;07.12.2013;Zurich, Switzerland;within a few hours;100%;63%;t;3;5;['email', 'phone'];t;t;;Hottingen;Kreis 7;47.37;8.56;Private room in townhouse;Private room;1;1;1 shared bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Electrolux gas stove"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Outdoor dining area"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""BBQ grill"", ""Electrolux refrigerator"", ""Paid parking on premises"", ""Elevator"", ""Hammock"", ""Dedicated workspace"", ""Shower gel"", ""Breakfast"", ""Shampoo"", ""Long term stays allowed"", ""Shared patio or balcony"", ""Fire pit"", ""Barbecue utensils"", ""Hot water"", ""Dining table"", ""Garden view"", ""Room-darkening shades"", ""Laundromat nearby"", ""Private backyard \u2013 Fully fenced"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Freezer"", ""Coffee"", ""Bikes"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics"", ""Lock on bedroom door""]";$49.00;15;730;15;15;730;730;15;730;;t;13;16;16;259;30.12.2024;48;1;0;07.12.2018;03.09.2024;4.92;4.9;4.79;5;5;5;4.88;;f;3;0;3;0;0.65
30686329;30.12.2024;Private double-room in Zurich city centre;19367610;https://www.airbnb.com/users/show/19367610;Charlene;03.08.2014;Zürich, Switzerland;N/A;N/A;N/A;f;3;5;['email', 'phone'];t;t;Zürich, Switzerland;Langstrasse;Kreis 4;47.37;8.53;Private room in rental unit;Private room;2;;1 shared bath;2;;"[""Dishes and silverware"", ""Dryer"", ""Paid parking off premises"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Washer"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Lake access"", ""Hot water"", ""Heating"", ""Cooking basics"", ""Free street parking""]";;14;1125;14;14;1125;1125;14;1125;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;3;2;1;0;
30710753;30.12.2024;Beautiful flat in the heart of Zürich;18470654;https://www.airbnb.com/users/show/18470654;Mathieu;20.07.2014;Zürich, Switzerland;N/A;N/A;N/A;f;1;2;['email', 'phone'];t;t;;Hard;Kreis 4;47.38;8.51;Entire rental unit;Entire home/apt;4;;1 bath;2;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Paid parking off premises"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Backyard"", ""Iron"", ""Kitchen"", ""Paid parking on premises"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Dedicated workspace"", ""Hot water"", ""Heating"", ""TV""]";;3;14;3;3;1125;1125;3;1125;;t;0;0;0;0;30.12.2024;5;0;0;02.01.2019;28.08.2022;5;5;4.8;5;5;5;5;;f;1;1;0;0;0.07
30901675;30.12.2024;Enjoy the  city lights but relax in peace & quiet;8061776;https://www.airbnb.com/users/show/8061776;Salvia;10.08.2013;Zürich, Switzerland;within an hour;100%;98%;t;4;4;['email', 'phone'];t;t;Zürich, Switzerland;Wollishofen;Kreis 2;47.33;8.53;Private room in rental unit;Private room;1;;1.5 shared baths;;;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Dryer \u2013 In building"", ""Oven"", ""Fire extinguisher"", ""Coffee maker"", ""Clothing storage"", ""Dedicated workspace"", ""Shampoo"", ""Long term stays allowed"", ""Mosquito net"", ""Free parking on premises"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Room-darkening shades"", ""Host greets you"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Cleaning available during stay"", ""Cooking basics""]";;3;180;3;3;180;180;3;180;;t;0;0;0;0;30.12.2024;2;0;0;29.12.2018;27.11.2023;5;5;5;5;5;4.5;5;;f;3;0;3;0;0.03
30970971;30.12.2024;Private Apartment in Zurich;1033989;https://www.airbnb.com/users/show/1033989;Edvard;29.08.2011;Zürich, Switzerland;within an hour;100%;86%;f;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Wipkingen;Kreis 10;47.39;8.53;Entire rental unit;Entire home/apt;3;1;1 bath;1;1;"[""Pocket wifi"", ""Courtyard view"", ""Dishes and silverware"", ""Changing table"", ""Free dryer \u2013 In building"", ""Ceiling fan"", ""Hot water kettle"", ""Babysitter recommendations"", ""Wine glasses"", ""Bathtub"", ""Free washer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Outdoor furniture"", ""VZUG single oven"", ""Kitchen"", ""Baking sheet"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""55 inch HDTV with Netflix, Amazon Prime Video"", ""Books and reading material"", ""Shower gel"", ""Private backyard \u2013 Not fully fenced"", ""Shampoo"", ""Long term stays allowed"", ""Garden view"", ""Room-darkening shades"", ""Laundromat nearby"", ""Paid parking garage off premises"", ""Host greets you"", ""Toaster"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Freezer"", ""Private patio or balcony"", ""Game console: PS3 and PS4"", ""Portable fans"", ""Central heating"", ""Coffee"", ""Pets allowed"", ""Cleaning available during stay"", ""Cooking basics""]";$99.00;3;1125;3;3;1125;1125;3;1125;;t;24;54;84;264;30.12.2024;17;5;1;03.03.2023;07.12.2024;4.59;4.71;4.06;4.88;5;4.94;4.41;;f;1;1;0;0;0.76
31115621;30.12.2024;Cosy doublebed room (20min. to Zurich mainstation);167190266;https://www.airbnb.com/users/show/167190266;Asla;11.01.2018;Zürich, Switzerland;N/A;N/A;89%;f;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Albisrieden;Kreis 9;47.38;8.5;Private room in rental unit;Private room;2;;1 shared bath;;;"[""Wifi"", ""Courtyard view"", ""Dishes and silverware"", ""Single level home"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Bidet"", ""Essentials"", ""Refrigerator"", ""Outlet covers"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: dresser"", ""Smoking allowed"", ""Exercise equipment: yoga mat"", ""Climbing wall"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""HDTV"", ""Paid street parking off premises"", ""Oven"", ""Paid parking garage on premises"", ""Conditioner"", ""Fire extinguisher"", ""Coffee maker"", ""Gas stove"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Long term stays allowed"", ""Shared patio or balcony"", ""Window guards"", ""Shared gym nearby"", ""Ethernet connection"", ""Hot water"", ""Room-darkening shades"", ""Private backyard \u2013 Fully fenced"", ""Ping pong table"", ""Laundromat nearby"", ""Host greets you"", ""Toaster"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Paid washer \u2013 In building"", ""Pets allowed"", ""Portable fans"", ""Cleaning available during stay"", ""Portable air conditioning"", ""Cooking basics"", ""Lock on bedroom door""]";;1;1125;1;1;1125;1125;1;1125;;t;0;0;0;0;30.12.2024;80;35;0;11.07.2019;26.06.2024;4.6;4.65;4.4;4.75;4.73;4.66;4.65;;f;1;0;1;0;1.2
31327304;30.12.2024;Artist Apartment Downtown;234509985;https://www.airbnb.com/users/show/234509985;Matthias;05.01.2019;Zürich, Switzerland;within an hour;100%;97%;t;1;1;['email', 'phone'];t;f;;Oberstrass;Kreis 6;47.38;8.55;Private room in rental unit;Private room;2;0.5;Shared half-bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Refrigerator"", ""Stove"", ""Iron"", ""Smoking allowed"", ""Kitchen"", ""Baking sheet"", ""Piano"", ""Oven"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Washer"", ""Dedicated workspace"", ""Lockbox"", ""Blender"", ""Self check-in"", ""Barbecue utensils"", ""Toaster"", ""First aid kit"", ""Freezer"", ""Pets allowed"", ""Coffee"", ""Cooking basics""]";$136.00;1;1125;1;1;1125;1125;1;1125;;t;28;58;87;177;30.12.2024;33;33;0;03.06.2024;23.10.2024;4.82;4.88;4.45;4.97;5;5;4.79;;f;1;0;1;0;4.69
31445961;30.12.2024;Private room next to the lake;50589115;https://www.airbnb.com/users/show/50589115;Yuan;05.12.2015;Zürich, Switzerland;N/A;N/A;36%;f;4;4;['email', 'phone'];t;t;Zürich, Switzerland;Enge;Kreis 2;47.35;8.53;Private room in rental unit;Private room;2;;1.5 shared baths;;;"[""Wifi"", ""Dishes and silverware"", ""Coffee maker: drip coffee maker"", ""Park view"", ""Indoor fireplace: wood-burning"", ""Hot water kettle"", ""Safe"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Heating - split type ductless system"", ""Trash compactor"", ""Bidet"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Drying rack for clothing"", ""Smoking allowed"", ""Private entrance"", ""Lake view"", ""Kitchen"", ""Baking sheet"", ""Rice maker"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Electric stove"", ""Body soap"", ""Dryer \u2013 In building"", ""Stainless steel oven"", ""Waterfront"", ""Paid street parking off premises"", ""Conditioner"", ""Paid parking on premises"", ""Washer"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Sea view"", ""Blender"", ""Shampoo"", ""Long term stays allowed"", ""Barbecue utensils"", ""Clothing storage: wardrobe"", ""Lake access"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Extra pillows and blankets"", ""First aid kit"", ""Freezer"", ""Pets allowed"", ""Coffee"", ""Portable fans"", ""Cooking basics"", ""Free street parking"", ""Lock on bedroom door"", ""TV""]";;1;90;1;1;90;90;1;90;;t;0;0;0;0;30.12.2024;17;0;0;12.06.2023;01.12.2023;5;5;4.94;5;5;4.88;4.94;;f;4;3;1;0;0.9
31606785;30.12.2024;Cosy, centrally located Room;10790544;https://www.airbnb.com/users/show/10790544;Nadine;24.12.2013;Zurich, Switzerland;within a few hours;100%;77%;t;2;3;['email', 'phone'];t;t;Zürich, Switzerland;Wipkingen;Kreis 10;47.4;8.52;Private room in rental unit;Private room;1;1.5;1.5 baths;1;1;"[""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Bread maker"", ""Iron"", ""Drying rack for clothing"", ""Kitchen"", ""Rice maker"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Coffee maker"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Breakfast"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Shared patio or balcony"", ""Fast wifi \u2013 167 Mbps"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Host greets you"", ""Toaster"", ""Heating"", ""First aid kit"", ""Freezer"", ""Coffee"", ""Cooking basics"", ""Lock on bedroom door""]";$52.00;4;20;4;4;20;20;4;20;;t;4;8;19;26;30.12.2024;78;16;2;31.05.2019;12.12.2024;4.99;4.97;4.97;4.96;4.99;4.88;4.92;;f;2;1;1;0;1.15
31658829;30.12.2024;Cozy apartment in Zurich, Binz;227286241;https://www.airbnb.com/users/show/227286241;Lydia;24.11.2018;Zürich, Switzerland;within an hour;67%;0%;f;2;2;['email', 'phone'];t;t;;Alt-Wiedikon;Kreis 3;47.36;8.51;Entire rental unit;Entire home/apt;4;1;1 bath;2;2;"[""Wifi"", ""Outdoor dining area"", ""Washer"", ""Dedicated workspace"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Hangers"", ""Shampoo"", ""Essentials"", ""Iron""]";$120.00;30;30;30;30;30;30;30;30;;t;27;57;87;362;30.12.2024;0;0;0;;;;;;;;;;;f;2;2;0;0;
31773907;30.12.2024;Flat in Wiedikon - Goldbrunnenplatz;43100236;https://www.airbnb.com/users/show/43100236;Pierre;01.09.2015;Zürich, Switzerland;N/A;N/A;100%;f;1;1;['email', 'phone'];t;t;Zürich, Switzerland;Alt-Wiedikon;Kreis 3;47.37;8.52;Entire rental unit;Entire home/apt;3;;1 bath;1;;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Bathtub"", ""Essentials"", ""Iron"", ""Drying rack for clothing"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Body soap"", ""TV with standard cable"", ""Conditioner"", ""Sound system"", ""Clothing storage"", ""Dedicated workspace"", ""Shower gel"", ""Breakfast"", ""Shampoo"", ""Ethernet connection"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Heating"", ""Cooking basics""]";;5;1125;5;5;1125;1125;5;1125;;t;0;0;0;0;30.12.2024;8;0;0;15.02.2019;29.12.2023;5;5;4.75;5;5;5;5;;f;1;1;0;0;0.11
31917101;30.12.2024;New Zürich;12888535;https://www.airbnb.com/users/show/12888535;A;07.03.2014;Zürich, Switzerland;a few days or more;44%;11%;f;2;7;['email', 'phone'];t;t;;Gewerbeschule;Kreis 5;47.38;8.53;Entire rental unit;Entire home/apt;4;1;1 bath;2;2;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Outdoor furniture"", ""HDTV with Netflix"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Heating"", ""First aid kit"", ""Freezer"", ""Coffee"", ""Private patio or balcony"", ""Smoke alarm"", ""Bikes"", ""Cooking basics""]";$144.00;5;70;5;5;70;70;5;70;;t;24;54;84;174;30.12.2024;9;2;0;13.08.2022;28.04.2024;5;4.89;4.78;4.56;4.89;5;4.67;;f;2;1;1;0;0.31
32038937;30.12.2024;City center studio by the lake + SIM WiFi;222814543;https://www.airbnb.com/users/show/222814543;Haoran;27.10.2018;Zürich, Switzerland;within an hour;100%;100%;f;13;18;['email', 'phone'];t;t;Zürich, ZH, Switzerland;Seefeld;Kreis 8;47.36;8.55;Entire rental unit;Entire home/apt;2;1.5;1.5 baths;1;1;"[""Wifi"", ""Pocket wifi"", ""Dishes and silverware"", ""Dryer"", ""Single level home"", ""Bathtub"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Carbon monoxide alarm"", ""Elevator"", ""Dedicated workspace"", ""Shower gel"", ""Lockbox"", ""Shampoo"", ""Self check-in"", ""Window guards"", ""Lake access"", ""Ethernet connection"", ""Hot water"", ""50 inch HDTV with standard cable, Netflix"", ""Extra pillows and blankets"", ""Heating"", ""Smoke alarm"", ""Cooking basics""]";$125.00;28;180;28;28;190;1125;28;883.3;;t;24;54;84;86;30.12.2024;64;0;0;07.02.2019;31.03.2023;4.83;4.88;4.86;4.86;4.97;4.83;4.77;;t;10;10;0;0;0.89
