id;last_scraped;name;host_id;host_url;host_name;host_since;host_location;host_response_time;host_response_rate;host_acceptance_rate;host_is_superhost;host_listings_count;host_total_listings_count;host_verifications;host_has_profile_pic;host_identity_verified;neighbourhood;neighbourhood_cleansed;neighbourhood_group_cleansed;latitude;longitude;property_type;room_type;accommodates;bathrooms;bathrooms_text;bedrooms;beds;amenities;price;minimum_nights;maximum_nights;minimum_minimum_nights;maximum_minimum_nights;minimum_maximum_nights;maximum_maximum_nights;minimum_nights_avg_ntm;maximum_nights_avg_ntm;calendar_updated;has_availability;availability_30;availability_60;availability_90;availability_365;calendar_last_scraped;number_of_reviews;number_of_reviews_ltm;number_of_reviews_l30d;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;license;instant_bookable;calculated_host_listings_count;calculated_host_listings_count_entire_homes;calculated_host_listings_count_private_rooms;calculated_host_listings_count_shared_rooms;reviews_per_month
1.11E+18;30.12.2024;Zweifamilienhaus am Lindenplatz;547914822;https://www.airbnb.com/users/show/547914822;Spazio Diffuso;24.11.2023;Zürich, Switzerland;within an hour;100%;93%;f;4;5;['phone'];t;t;;Altstetten;Kreis 9;47.38;8.48;Entire home;Entire home/apt;2;1;1 bath;1;1;"[""Pocket wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Private backyard"", ""Refrigerator"", ""Iron"", ""Outdoor dining area"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Hangers"", ""Other stove"", ""Luggage dropoff allowed"", ""Oven"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Washer"", ""Books and reading material"", ""Dedicated workspace"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Heating"", ""Bikes"", ""Freezer"", ""Cleaning available during stay"", ""Cooking basics""]";$200.00;3;365;3;3;365;365;3;365;;t;0;0;0;87;30.12.2024;0;0;0;;;;;;;;;;;t;4;4;0;0;
1.11E+18;30.12.2024;Wohnung/Zimmer im hippen Kreis 4;77568677;https://www.airbnb.com/users/show/77568677;Lisa Noemi;13.06.2016;Zürich, Switzerland;N/A;N/A;67%;f;1;1;['email', 'phone'];t;t;;Langstrasse;Kreis 4;47.38;8.53;Private room in rental unit;Private room;2;;1 bath;;;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Refrigerator"", ""Clothing storage: dresser"", ""Kitchen"", ""Baking sheet"", ""Dryer \u2013\u00a0In unit"", ""Hangers"", ""Bed linens"", ""Body soap"", ""Oven"", ""Paid parking on premises"", ""Washer"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Hot water"", ""Dining table"", ""Toaster"", ""First aid kit"", ""Bikes"", ""Private patio or balcony"", ""Pets allowed"", ""Portable heater""]";;2;365;2;2;365;365;2;365;;t;0;0;0;0;30.12.2024;1;1;0;10.07.2024;10.07.2024;5;5;5;5;5;5;5;;f;1;0;1;0;0.17
1.11E+18;30.12.2024;Wohnen am Lindenplatz Zürich;547914822;https://www.airbnb.com/users/show/547914822;Spazio Diffuso;24.11.2023;Zürich, Switzerland;within an hour;100%;93%;f;4;5;['phone'];t;t;;Altstetten;Kreis 9;47.38;8.49;Entire home;Entire home/apt;2;;1 bath;1;;"[""Pocket wifi"", ""Dishes and silverware"", ""Wine glasses"", ""Hair dryer"", ""Refrigerator"", ""Backyard"", ""Iron"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Other stove"", ""Bed linens"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Oven"", ""Paid parking on premises"", ""Coffee maker"", ""Washer"", ""Sound system"", ""Dedicated workspace"", ""Blender"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""Heating"", ""Cleaning available during stay"", ""Cooking basics""]";;3;30;3;3;30;30;3;30;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;t;4;4;0;0;
1.11E+18;30.12.2024;Luxury Central City Alpine Views;13476191;https://www.airbnb.com/users/show/13476191;Mike & Jens;24.03.2014;Zürich, Switzerland;N/A;N/A;62%;f;1;1;['email', 'phone'];t;t;;Langstrasse;Kreis 4;47.38;8.53;Entire rental unit;Entire home/apt;4;2;2 baths;2;2;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Air conditioning"", ""Drying rack for clothing"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Oven"", ""Conditioner"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Sound system"", ""Books and reading material"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Exercise equipment"", ""Shampoo"", ""Free dryer \u2013 In unit"", ""Hot water"", ""Room-darkening shades"", ""Host greets you"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Freezer"", ""Private patio or balcony"", ""Pets allowed"", ""Smoke alarm"", ""Cooking basics"", ""TV""]";$281.00;4;50;4;4;50;50;4;50;;t;7;7;7;7;30.12.2024;6;6;1;03.05.2024;26.12.2024;5;5;4.83;5;5;5;5;;f;1;1;0;0;0.74
1.11E+18;30.12.2024;Rooftop with Alp and lake views;7755947;https://www.airbnb.com/users/show/7755947;Pyry;27.07.2013;Helsinki, Finland;N/A;N/A;0%;f;2;2;['email', 'phone'];t;t;;Seefeld;Kreis 8;47.36;8.55;Entire rental unit;Entire home/apt;6;1.5;1.5 baths;4;3;"[""Wifi"", ""Lake access"", ""Indoor fireplace"", ""BBQ grill"", ""Washer"", ""Dedicated workspace"", ""First aid kit"", ""Lake view"", ""Mountain view"", ""Kitchen"", ""TV"", ""Smoke alarm"", ""City skyline view"", ""Outdoor shower""]";$434.00;5;365;5;5;365;365;5;365;;t;23;53;54;54;30.12.2024;0;0;0;;;;;;;;;;;f;2;1;1;0;
1.11E+18;30.12.2024;Wohnen im Herzen von Zürich;547914822;https://www.airbnb.com/users/show/547914822;Spazio Diffuso;24.11.2023;Zürich, Switzerland;within an hour;100%;93%;f;4;5;['phone'];t;t;;Sihlfeld;Kreis 3;47.37;8.52;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Dishes and silverware"", ""Paid parking on premises"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Dedicated workspace"", ""Heating"", ""Clothing storage: closet"", ""Kitchen"", ""Bathtub"", ""Hair dryer"", ""Wine glasses"", ""Patio or balcony"", ""Refrigerator"", ""Cooking basics"", ""Iron"", ""Oven"", ""Board games""]";$152.00;3;365;3;3;365;365;3;365;;t;28;58;88;268;30.12.2024;0;0;0;;;;;;;;;;;f;4;4;0;0;
1.11E+18;30.12.2024;Apartment looking over Park in City Centre;1229459;https://www.airbnb.com/users/show/1229459;Swissstay;30.09.2011;Zürich, Switzerland;within an hour;100%;100%;f;85;157;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Weinegg;Kreis 8;47.36;8.56;Entire rental unit;Entire home/apt;3;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Heating"", ""Cooking basics""]";$122.00;2;90;2;4;1125;1125;3.6;1125;;t;27;57;87;301;30.12.2024;8;8;0;30.03.2024;13.10.2024;4.63;4.75;4.75;5;4.75;5;4.63;;f;81;81;0;0;0.87
1.11E+18;30.12.2024;Zurich Apt. 22 - Chez Gérard - Kreis 1;63526682;https://www.airbnb.com/users/show/63526682;Gerard;18.03.2016;Zürich, Switzerland;within an hour;100%;99%;t;2;2;['email', 'phone'];t;t;;Rathaus;Kreis 1;47.37;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Bidet"", ""Refrigerator"", ""Stove"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Self check-in"", ""Clothing storage: wardrobe"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Smart lock"", ""Extra pillows and blankets"", ""Freezer"", ""Central heating"", ""Portable fans"", ""Cooking basics"", ""TV""]";$112.00;3;14;3;3;1125;1125;3;1125;;t;5;22;45;100;30.12.2024;55;55;6;14.04.2024;24.12.2024;4.87;4.91;4.89;4.91;4.98;4.85;4.82;;t;2;2;0;0;6.32
1.11E+18;30.12.2024;The urban nest;26703402;https://www.airbnb.com/users/show/26703402;Anna;25.01.2015;Zurich, Switzerland;within a few hours;100%;85%;f;2;2;['email', 'phone'];t;t;;Sihlfeld;Kreis 3;47.37;8.51;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Paid parking on premises"", ""Hot water"", ""Coffee maker"", ""Elevator"", ""Washer"", ""Lockbox"", ""Kitchen"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Dishwasher"", ""Self check-in""]";$249.00;2;14;2;2;14;14;2;14;;t;28;58;88;88;30.12.2024;11;11;0;17.04.2024;19.09.2024;4.82;4.91;5;4.91;4.64;4.82;4.73;;f;2;2;0;0;1.28
1.11E+18;30.12.2024;Easy One Bedroom Apartment;58818657;https://www.airbnb.com/users/show/58818657;Book A Home AG;15.02.2016;;within a day;100%;89%;t;52;69;['email', 'phone'];t;t;;Affoltern;Kreis 11;47.42;8.51;Entire serviced apartment;Entire home/apt;4;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""TV with standard cable"", ""Oven"", ""Paid parking on premises"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Coffee"", ""Portable fans"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics"", ""Exterior security cameras on property""]";$125.00;7;60;7;7;60;60;7;60;;t;24;54;84;84;30.12.2024;0;0;0;;;;;;;;;;;f;47;47;0;0;
1.11E+18;30.12.2024;Easy One Bedroom Apartment;58818657;https://www.airbnb.com/users/show/58818657;Book A Home AG;15.02.2016;;within a day;100%;89%;t;52;69;['email', 'phone'];t;t;;Affoltern;Kreis 11;47.42;8.51;Entire serviced apartment;Entire home/apt;4;1;1 bath;1;2;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Coffee maker: Nespresso"", ""Outdoor dining area"", ""Outdoor furniture"", ""Private entrance"", ""Kitchen"", ""Baking sheet"", ""Hangers"", ""Microwave"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""TV with standard cable"", ""Oven"", ""Paid parking on premises"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Toaster"", ""Extra pillows and blankets"", ""Heating"", ""Freezer"", ""Pets allowed"", ""Coffee"", ""Portable fans"", ""Smoke alarm"", ""Cleaning available during stay"", ""Cooking basics"", ""Exterior security cameras on property""]";$125.00;7;60;7;7;60;60;7;60;;t;27;57;87;87;30.12.2024;0;0;0;;;;;;;;;;;f;47;47;0;0;
1.11E+18;30.12.2024;Downtown Dream 2.5BR with Balcony and Style (BA51);25291258;https://www.airbnb.com/users/show/25291258;Delta;28.12.2014;;within an hour;100%;99%;f;41;52;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Oerlikon;Kreis 11;47.41;8.54;Entire rental unit;Entire home/apt;4;1;1 bath;2;2;"[""Dishes and silverware"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Coffee maker: Nespresso"", ""Fast wifi \u2013 133 Mbps"", ""Starline shampoo"", ""Paid crib - available upon request"", ""Kitchen"", ""Hangers"", ""Paid pack \u2019n play/travel crib - available upon request"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Induction stove"", ""Elevator"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Smart lock"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""First aid kit"", ""Freezer"", ""Central heating"", ""Coffee"", ""Private patio or balcony"", ""Cleaning available during stay"", ""Cooking basics"", ""TV""]";$151.00;1;365;1;2;1125;1125;1.3;1125;;t;8;33;63;243;30.12.2024;16;16;2;06.05.2024;11.12.2024;4.5;4.38;4.69;4.63;4.69;4.63;4.44;;f;38;38;0;0;2.01
1.11E+18;30.12.2024;A room in the heart of Zurich;3714973;https://www.airbnb.com/users/show/3714973;Olivier;30.09.2012;Zurich, Switzerland;N/A;N/A;0%;f;1;1;['email', 'phone'];t;t;;Langstrasse;Kreis 4;47.38;8.53;Private room in rental unit;Private room;1;1;1 bath;1;1;"[""Wifi"", ""Smoking allowed"", ""Washer"", ""Kitchen"", ""Lock on bedroom door"", ""TV""]";$100.00;1;365;1;1;365;365;1;365;;t;16;46;76;254;30.12.2024;0;0;0;;;;;;;;;;;f;1;0;1;0;
1.11E+18;30.12.2024;Comfy Apartment in Calm Area;1229459;https://www.airbnb.com/users/show/1229459;Swissstay;30.09.2011;Zürich, Switzerland;within an hour;100%;100%;f;85;157;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hirzenbach;Kreis 12;47.4;8.58;Entire rental unit;Entire home/apt;5;1;1 bath;2;3;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Iron"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Oven"", ""Coffee maker"", ""Dedicated workspace"", ""Lockbox"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Toaster"", ""Heating"", ""Cooking basics""]";$109.00;2;90;2;4;1125;1125;3.6;1125;;t;28;44;44;44;30.12.2024;10;10;0;11.04.2024;31.10.2024;3.9;3.9;3.7;4.2;4.4;3.7;3.9;;f;81;81;0;0;1.14
1.11E+18;30.12.2024;Cozy apartment in Zurich City near lake;566864134;https://www.airbnb.com/users/show/566864134;Juanma;13.03.2024;Zürich, Switzerland;within an hour;100%;100%;f;1;1;['email', 'phone'];t;t;;Mühlebach;Kreis 8;47.36;8.55;Entire rental unit;Entire home/apt;3;1;1 bath;2;3;"[""Wifi"", ""Dishes and silverware"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Iron"", ""Outdoor furniture"", ""Kitchen"", ""Hangers"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Oven"", ""Fire extinguisher"", ""Paid parking on premises"", ""Coffee maker"", ""Clothing storage"", ""Shower gel"", ""Lockbox"", ""Shampoo"", ""Self check-in"", ""Lake access"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Private patio or balcony"", ""Game console: PS4"", ""Cooking basics""]";$188.00;1;365;1;1;365;365;1;365;;t;27;30;30;90;30.12.2024;23;23;3;19.04.2024;27.12.2024;4.61;4.65;4.61;4.74;4.74;5;4.43;;f;1;1;0;0;2.7
1.11E+18;30.12.2024;Zurich City Apartment with Sauna, Whirlpool & Gym;566899582;https://www.airbnb.com/users/show/566899582;Linus;13.03.2024;Zürich, Switzerland;within an hour;100%;100%;f;2;2;['email', 'phone'];t;t;;Hard;Kreis 4;47.38;8.51;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""50 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, premium cable, Roku"", ""Exercise equipment: elliptical, free weights, stationary bike, treadmill, yoga mat, workout bench, rowing"", ""Single level home"", ""Hot water kettle"", ""Wine glasses"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Paid dryer \u2013 In building"", ""Shared indoor pool - available all year, open specific hours"", ""Shared hot tub"", ""Iron"", ""Sun loungers"", ""Outdoor dining area"", ""Coffee maker: Nespresso"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Body soap"", ""Paid street parking off premises"", ""Outdoor shower"", ""Fire extinguisher"", ""Paid parking on premises"", ""Induction stove"", ""Elevator"", ""Dedicated workspace"", ""Shower gel"", ""Lockbox"", ""Gym in building"", ""Shampoo"", ""Self check-in"", ""Shared patio or balcony"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Laundromat nearby"", ""Shared sauna"", ""Clothing storage: closet"", ""Paid washer \u2013 In building"", ""Central heating"", ""Portable fans"", ""Coffee"", ""Cleaning available during stay"", ""Cooking basics""]";$136.00;1;1125;1;1;1;1125;1;91.6;;t;28;58;88;263;30.12.2024;18;18;1;07.04.2024;30.11.2024;4.78;4.83;4.94;4.83;4.94;4.67;4.56;;t;2;2;0;0;2.01
1.11E+18;30.12.2024;Cozy Studio with Balcony in the City (BE-31);25291258;https://www.airbnb.com/users/show/25291258;Delta;28.12.2014;;within an hour;100%;99%;f;41;52;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Sihlfeld;Kreis 3;47.37;8.51;Entire serviced apartment;Entire home/apt;1;1;1 bath;1;1;"[""Wifi"", ""Courtyard view"", ""Dishes and silverware"", ""Free dryer \u2013 In building"", ""Hot water kettle"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Free washer \u2013 In building"", ""Essentials"", ""Refrigerator"", ""Iron"", ""Coffee maker: Nespresso"", ""Shared backyard \u2013 Not fully fenced"", ""Kitchen"", ""Keypad"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Electric stove"", ""Body soap"", ""Paid street parking off premises"", ""Elevator"", ""Dedicated workspace"", ""Shower gel"", ""Shampoo"", ""Long term stays allowed"", ""Self check-in"", ""Hot water"", ""Dining table"", ""Laundromat nearby"", ""Extra pillows and blankets"", ""Clothing storage: closet"", ""First aid kit"", ""Freezer"", ""Central heating"", ""Coffee"", ""Cleaning available during stay"", ""Cooking basics"", ""Exterior security cameras on property"", ""TV""]";$70.00;1;365;1;2;1125;1125;1.3;1125;;t;7;23;51;225;30.12.2024;12;12;1;14.04.2024;08.12.2024;4.17;3.92;4.75;4.58;4.92;4.58;4;;t;38;38;0;0;1.38
1.11E+18;30.12.2024;Central, cozy & bright apartment;21750;https://www.airbnb.com/users/show/21750;Leila;16.06.2009;Zürich, Switzerland;N/A;N/A;88%;f;3;4;['email', 'phone'];t;t;;Alt-Wiedikon;Kreis 3;47.36;8.52;Entire rental unit;Entire home/apt;2;;1 bath;1;;"[""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Bathtub"", ""Hair dryer"", ""Essentials"", ""Refrigerator"", ""Drying rack for clothing"", ""Kitchen"", ""Cleaning products"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Washer"", ""Sound system"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Heating"", ""First aid kit"", ""Cooking basics""]";;2;365;2;2;365;365;2;365;;t;0;0;0;0;30.12.2024;0;0;0;;;;;;;;;;;f;2;1;1;0;
1.11E+18;30.12.2024;Apartamento de 2,1/2 con Balcón;150950946;https://www.airbnb.com/users/show/150950946;Rodriguez;17.09.2017;Zürich, Switzerland;within an hour;100%;95%;f;4;4;['phone'];t;t;;Albisrieden;Kreis 9;47.38;8.48;Entire rental unit;Entire home/apt;2;1;1 bath;1;1;"[""Wifi"", ""Kitchen"", ""TV""]";$100.00;3;365;3;3;365;365;3;365;;t;0;0;0;61;30.12.2024;1;1;0;09.10.2024;09.10.2024;5;5;5;5;5;5;5;;f;3;1;2;0;0.36
1.11E+18;30.12.2024;4 M Wohnung im Herzen von Zürich;38893265;https://www.airbnb.com/users/show/38893265;Anja;19.07.2015;Zürich, Switzerland;N/A;N/A;N/A;f;1;2;['email', 'phone'];t;t;;Langstrasse;Kreis 4;47.37;8.53;Entire rental unit;Entire home/apt;2;2;2 baths;1;2;"[""Wifi"", ""Outdoor dining area"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""BBQ grill"", ""TV""]";$130.00;120;122;120;120;122;122;120;122;;t;23;53;83;263;30.12.2024;0;0;0;;;;;;;;;;;f;1;1;0;0;
1.11E+18;30.12.2024;Zimmer in der Fliederhof-WG;89397717;https://www.airbnb.com/users/show/89397717;Dieter;11.08.2016;;within a few hours;100%;100%;f;1;2;['email', 'phone', 'work_email'];t;t;;Fluntern;Kreis 7;47.38;8.56;Private room in home;Private room;2;1;1 shared bath;1;1;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Wine glasses"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Stove"", ""Backyard"", ""Iron"", ""Outdoor dining area"", ""Kitchen"", ""Cleaning products"", ""Hangers"", ""Bed linens"", ""Microwave"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Carbon monoxide alarm"", ""Fire extinguisher"", ""Coffee maker"", ""Washer"", ""Clothing storage"", ""Sound system"", ""Books and reading material"", ""Shower gel"", ""Lockbox"", ""Shampoo"", ""Self check-in"", ""Fire pit"", ""Free parking on premises"", ""Ethernet connection"", ""Hot water"", ""Dining table"", ""Room-darkening shades"", ""Extra pillows and blankets"", ""Heating"", ""First aid kit"", ""Smoke alarm"", ""Cooking basics"", ""Lock on bedroom door""]";$90.00;2;365;2;5;365;365;2.2;365;;t;28;58;59;59;30.12.2024;11;11;3;01.04.2024;12.12.2024;5;5;5;4.82;5;4.82;5;;f;1;0;1;0;1.2
1.11E+18;30.12.2024;Charming studio in the city centre (Art 14);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hottingen;Kreis 7;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Hair dryer"", ""Essentials"", ""Stove"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Dryer \u2013 In building"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Cooking basics"", ""TV""]";$146.00;2;365;2;2;365;365;2;365;;t;0;0;0;0;30.12.2024;17;17;0;06.04.2024;21.08.2024;4.47;4.59;4.76;4.88;4.76;4.71;4.47;;t;115;115;0;0;1.9
1.11E+18;30.12.2024;Cute Studio next to Museum of Art (Art 9);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hottingen;Kreis 7;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Stove"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Dryer \u2013 In building"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Cooking basics"", ""TV""]";$124.00;2;365;2;2;365;365;2;365;;t;8;8;8;8;30.12.2024;24;24;2;16.05.2024;03.12.2024;4.83;4.83;4.79;5;5;4.88;4.75;;t;115;115;0;0;3.14
1.11E+18;30.12.2024;Amazing studio in the city centre (Art 12);23561865;https://www.airbnb.com/users/show/23561865;Dimi;10.11.2014;Zurich, Switzerland;within an hour;100%;97%;;182;229;['email', 'phone', 'work_email'];t;t;Zürich, Switzerland;Hottingen;Kreis 7;47.37;8.55;Entire rental unit;Entire home/apt;2;1;1 bath;0;1;"[""Wifi"", ""Dishes and silverware"", ""Mini fridge"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Stove"", ""Iron"", ""Kitchen"", ""Bed linens"", ""Dryer \u2013 In building"", ""Oven"", ""Coffee maker"", ""Elevator"", ""Dedicated workspace"", ""Long term stays allowed"", ""Hot water"", ""Washer \u2013\u00a0In building"", ""Heating"", ""Cooking basics"", ""TV""]";$175.00;2;365;2;2;365;365;2;365;;t;7;10;10;10;30.12.2024;5;5;0;31.05.2024;24.08.2024;4.6;4.8;5;4.6;4.8;4.8;4;;t;115;115;0;0;0.7
1.11E+18;30.12.2024;2 bedrooms, top location, highest comfort;41370631;https://www.airbnb.com/users/show/41370631;Bernd;13.08.2015;Zürich, Switzerland;within an hour;100%;100%;f;1;2;['email', 'phone'];t;t;;Seebach;Kreis 11;47.42;8.54;Entire rental unit;Entire home/apt;2;1;1 bath;2;2;"[""Wifi"", ""Dishes and silverware"", ""Dryer"", ""Hot water kettle"", ""Wine glasses"", ""Paid parking off premises"", ""Bathtub"", ""Hair dryer"", ""Patio or balcony"", ""Essentials"", ""Refrigerator"", ""Backyard"", ""Iron"", ""Air conditioning"", ""Coffee maker: Nespresso"", ""Outdoor furniture"", ""Kitchen"", ""Baking sheet"", ""Rice maker"", ""Cleaning products"", ""Electric stove"", ""Bed linens"", ""Dishwasher"", ""Body soap"", ""Luggage dropoff allowed"", ""Oven"", ""Elevator"", ""Washer"", ""Clothing storage"", ""Dedicated workspace"", ""Shower gel"", ""Blender"", ""Shampoo"", ""Long term stays allowed"", ""Hot water"", ""Dining table"", ""Host greets you"", ""Ping pong table"", ""Outdoor playground"", ""Extra pillows and blankets"", ""Heating"", ""Freezer"", ""Coffee"", ""Cooking basics""]";$224.00;13;365;13;13;365;365;13;365;;t;29;59;89;179;30.12.2024;2;2;0;28.07.2024;31.10.2024;5;5;5;5;5;5;5;;t;1;1;0;0;0.38
